From,To,Subject,Body,TransactionID,Payment Date,Class
Mike@JPMorgan.com,Shai@CitiBankHongKong.com,Transaction having ID : 659896 has stopped. Help!,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 659896 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",659896,22-07-2019,Failed
Stefanie@HDFC.com,Dipesh@CitiBankLondon.com,Pending payment for transaction having ID : 528706,The transaction 528706 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,528706,20-09-2019,Pending
Jacob@DEUTSCHEBANK.com,Rishabh@CitiBankLondon.com,Finally the transaction of ID : 452167 is complete.,Glad to let you know that I got the desired payment in reference to transaction 452167 .I am very happy with your services. Warm regards.,452167,26-11-2019,Complete
Spike@DESHAW.com,Shai@CitiBankSingapore.com,Imploring update on transaction : 860583,Please provide a status update on 860583 at the earliest,860583,08-02-2020,Request
Angela@HDFC.com,Elena@CitiBankHongKong.com,Processing transaction having ID : 625034,received payment for transaction 625034  yesterday. It is finally in process. Kind regards.,625034,02-11-2019,Processing
Mike@SBI.com,Shai@CitiBankHongKong.com,Something wrong with my account,This is to inform you that I am not able to withdraw money from my account 927645. Please help!,927645,11-01-2020,General
Archie@JPMorgan.com,Elena@CitiBankSingapore.com,Concluded the transaction 207789,Greetings! I wanted to let you know that I am acknowledging the payment for transaction 207789 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,207789,05-02-2019,Complete
Stacy@HSBC.com,Isabella@CitiBankSingapore.com,Payment done and Transaction 948352 settled.,"To whom it may concern, I have successfully received payment for the transaction 948352 . I am grateful for your cooperation. Thank you so much and regards.",948352,06-03-2020,Complete
Phillip@BNYMellon.com,Isabella@CitiBankLondon.com,Handling the transaction 586567 after payment.,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,586567,09-11-2019,Processing
Jacob@HSBC.com,Neha@CitiBankSingapore.com,Upgrade to an account with more benefits,Send instructions to setup a premium account. I currently have a normal account. Thanks in advance.,489179,10-10-2019,General
Stacy@HSBC.com,Elena@CitiBankHongKong.com,The pending amount for transaction 810704 will reach you soon,"Since my transaction 810704 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",810704,19-09-2019,Pending
David@HDFC.com,Shaniece@CitiBankHongKong.com,Accepted payment. Transaction260826 currently processing,Acknowledging the received payment for transaction 260826 . It is finally in process. Kind regards.,260826,24-11-2019,Processing
Jason@SBI.com,Rohan@CitiBankHongKong.com,Transaction no. 098220 is unresolved.,"Since my transaction 098220 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",98220,02-05-2019,Pending
Dave@BNYMellon.com,Rohan@CitiBankPune.com,Partially paid the required amount for transaction 488749,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",488749,20-12-2018,Pending
Stacy@HDFC.com,Rishabh@CitiBankPune.com,PIN number change,"Hey, I think I lost my ATM card today so can you please block my account or tell me a way to change my PIN no. ? I urgently need your reply . Thanks in advance.",122507,28-09-2019,General
Archie@SBI.com,Anthony@CitiBankLondon.com,Soliciting information for ID : 471898,Can you please tell me the amount transferred through transaction ID : 471898? Thanks.,471898,21-03-2020,Request
David@DEUTSCHEBANK.com,Shubhanshu@CitiBankNewYork.com,Required money acquired. Transaction 410154 is in process.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 410154 . It is now being processed. I am grateful for your support. Warm regards.",410154,02-01-2019,Processing
Stacy@JPMorgan.com,Elena@CitiBankPune.com,Payment is pending for transaction 333050,"Hello!! Greetings for the day. Status of transaction INR 249509 for account 333050 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",333050,16-01-2020,Pending
Adam@HDFC.com,Rudra@CitiBankSingapore.com,Fulfilled transaction having ID : 109329,Hello! Sincere greetings for the day. I would like to inform you that my transaction 109329 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,109329,26-07-2019,Complete
Stacy@DESHAW.com,Rudra@CitiBankSingapore.com,open account,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",941410,12-07-2019,General
Spike@BNYMellon.com,Neha@CitiBankNewYork.com,Concluded the transaction 879362,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 879362 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,879362,08-03-2020,Complete
Archie@DEUTSCHEBANK.com,Sumit@CitiBankPune.com,Want to block account 904499,"Hey, Can you please block my account? I no longer want to avail your services.",904499,12-09-2019,General
Angela@BNYMellon.com,Elena@CitiBankPune.com,Soliciting information for ID : 470975,"Hey, I would be really grateful if you could tell me the details of account no. 470975. Thanks.",470975,16-01-2019,Request
Adam@BNYMellon.com,Suhail@CitiBankPune.com,Received full payment for transaction no. 956518,Hello! Sincere greetings for the day. I would like to inform you that my transaction 956518 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,956518,09-10-2019,Complete
Dave@SBI.com,Liam@CitiBankHongKong.com,Urgent : Transaction 913157 ceased.,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 913157 Regards.,913157,21-01-2019,Failed
Archie@HDFC.com,Rishabh@CitiBankNewYork.com,Request to send details of transaction 879899,"I need details of 879899 urgently, please provide the same on priority basis.",879899,28-05-2019,Request
Stacy@DEUTSCHEBANK.com,Suhail@CitiBankNewYork.com,Payment done and Transaction 317689 settled.,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 317689 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,317689,29-05-2019,Complete
Adam@JPMorgan.com,Isabella@CitiBankPune.com,Received full payment for transaction no. 993530,I deeply appreciate your quick service as I have received the pre-approved loan amount of INR 855398,993530,11-08-2019,Complete
Phillip@BNYMellon.com,Sumit@CitiBankHongKong.com,Add one more contact no. to account 363350,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",363350,28-05-2020,General
Mike@DESHAW.com,Rohan@CitiBankNewYork.com,cannot take out money,This is to inform you that I am not able to withdraw money from my account 140579. Please help!,140579,09-02-2020,General
Yasmin@SBI.com,Elena@CitiBankLondon.com,Payment is pending for transaction 755447,There has been only a partial payment of amount GBP 066169.Assuring you that the rest will be paid later. Warm Regards.,755447,21-12-2018,Pending
Spike@HSBC.com,Shubhanshu@CitiBankPune.com,Completed transaction no. 420431,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 420431 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,420431,03-04-2020,Complete
Mike@HDFC.com,Anthony@CitiBankNewYork.com,Imploring update on transaction : 774099,Urgently require details of acc 774099 reply asap,774099,02-02-2019,Request
Phillip@DEUTSCHEBANK.com,Elena@CitiBankSingapore.com,Urgently required update on transaction 138151,"I need details of 138151 urgently, please provide the same on priority basis.",138151,27-03-2020,Request
Bella@DEUTSCHEBANK.com,Elena@CitiBankLondon.com,fragmentary payment for transaction 855787,"Since my transaction 855787 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",855787,25-08-2019,Pending
David@HSBC.com,Isabella@CitiBankLondon.com,Soliciting information for ID : 252810,I request you to kindly send the status of my transaction with ID : 252810. Thanks and regards,252810,04-10-2019,Request
Dave@BNYMellon.com,Dipesh@CitiBankNewYork.com,Why has my transaction 057494 stopped?,I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 057494 Regards.,57494,06-10-2019,Failed
Zachary@DEUTSCHEBANK.com,Rohan@CitiBankHongKong.com,Add one more contact no. to account 641432,Kindly add the contact no. 0966900600 to my bank account 641432,641432,15-09-2019,General
